phase,updated,avg_update_s_per_item,avg_search_s_per_query,recall
insert,100,0.0113869,0.00140662,0.942
insert,200,0.011862,0.0013882,0.941
insert,300,0.0118213,0.00134,0.941
insert,400,0.0119384,0.00134261,0.941
insert,500,0.0118944,0.00136154,0.94
insert,600,0.0118266,0.00136864,0.94
insert,700,0.0117709,0.00135137,0.94
insert,800,0.0117319,0.00134513,0.94
insert,900,0.0117032,0.00136581,0.94
insert,1000,0.0116776,0.00136822,0.94
delete_rebuild,1000,0.543289,0.00136338,0.941
