phase,updated,avg_update_s_per_item,avg_search_s_per_query,recall
insert,500,0.0055762,0.00387004,0.873
insert,1000,0.00656609,0.00336619,0.873
insert,1500,0.00601006,0.00295077,0.873
insert,2000,0.00575871,0.00334925,0.874
insert,2500,0.00586065,0.00296993,0.875
insert,3000,0.00576348,0.0029495,0.874
insert,3500,0.00567554,0.00370666,0.874
insert,4000,0.00574829,0.00289933,0.875
insert,4500,0.00571888,0.0033931,0.876
insert,5000,0.00579994,0.00349605,0.875
