phase,updated,avg_update_s_per_item,avg_search_s_per_query,recall
insert,1000,0.0025807,0.00294012,0.874
insert,2000,0.00292011,0.0041031,0.874
insert,3000,0.00293373,0.00281586,0.874
insert,4000,0.00283555,0.00279639,0.874
insert,5000,0.00280823,0.00277975,0.873
insert,6000,0.00276822,0.00277457,0.874
insert,7000,0.00273365,0.00277577,0.873
insert,8000,0.00270686,0.00277496,0.873
insert,9000,0.00269295,0.00282061,0.872
insert,10000,0.00267613,0.00276102,0.872
