phase,updated,avg_update_s_per_item,avg_search_s_per_query,recall
insert,500,0.00259123,0.00117203,0.924
insert,1000,0.00252834,0.00115469,0.924
insert,1500,0.00252724,0.00165761,0.924
insert,2000,0.00258966,0.00135949,0.924
insert,2500,0.00259822,0.00119131,0.924
insert,3000,0.00258376,0.0011347,0.924
insert,3500,0.00256816,0.00113404,0.924
insert,4000,0.00255845,0.00133362,0.924
insert,4500,0.00255501,0.00112389,0.924
insert,5000,0.00254615,0.00115058,0.923
