phase,updated,avg_update_s_per_item,avg_search_s_per_query,recall
insert,100,0.0273625,0.00385385,0.876
insert,200,0.0262157,0.00298924,0.875
insert,300,0.0273698,0.00376955,0.875
insert,400,0.0289263,0.00271635,0.874
insert,500,0.0280415,0.00295511,0.874
insert,600,0.0273256,0.00304843,0.874
insert,700,0.0288025,0.00518662,0.874
insert,800,0.0288348,0.00387102,0.874
insert,900,0.0292814,0.00470971,0.874
insert,1000,0.0295858,0.00303735,0.874
delete_no_rebuild,200,1.99425e-07,0.00381258,0.874
delete_no_rebuild,400,1.27685e-07,0.00392856,0.873
delete_no_rebuild,600,1.59252e-07,0.00397874,0.873
delete_no_rebuild,800,1.3795e-07,0.00397587,0.872
delete_no_rebuild,1000,1.44562e-07,0.00393732,0.872
