phase,updated,avg_update_s_per_item,avg_search_s_per_query,recall
insert,500,0.00293454,0.00147051,0.954
insert,1000,0.00295484,0.00147255,0.954
insert,1500,0.00288897,0.00141706,0.954
insert,2000,0.00291151,0.00202601,0.954
insert,2500,0.00285288,0.00137433,0.953
insert,3000,0.00281036,0.00144309,0.953
insert,3500,0.00276694,0.00168386,0.953
insert,4000,0.00274394,0.00140695,0.953
insert,4500,0.00271655,0.00138584,0.953
insert,5000,0.00267729,0.00140298,0.953
