phase,updated,avg_update_s_per_item,avg_search_s_per_query,recall
insert,1000,0.000557582,0.000584891,0.881
insert,2000,0.000567796,0.000607989,0.881
insert,3000,0.000567612,0.00058897,0.881
insert,4000,0.000565014,0.000589168,0.881
insert,5000,0.00055783,0.000585421,0.878
insert,6000,0.000546687,0.000594183,0.869
insert,7000,0.000538794,0.000580149,0.857
insert,8000,0.000533237,0.000586106,0.852
insert,9000,0.000532877,0.000591722,0.846
insert,10000,0.000531554,0.000578569,0.846
delete_patch,2000,0.00326991,0.000642704,0.846
delete_patch,4000,0.0031252,0.000639069,0.846
delete_patch,6000,0.00304325,0.000787689,0.824
delete_patch,8000,0.00292038,0.00062496,0.808
delete_patch,10000,0.00282664,0.000614661,0.797
