phase,updated,avg_update_s_per_item,avg_search_s_per_query,recall
insert,500,0.00174083,0.000970698,0.978
insert,1000,0.00171971,0.000953425,0.978
insert,1500,0.00170749,0.000942939,0.978
insert,2000,0.00169984,0.000914008,0.978
insert,2500,0.00169446,0.000911308,0.978
insert,3000,0.0016896,0.000914263,0.978
insert,3500,0.00168613,0.000923948,0.978
insert,4000,0.00168434,0.00091571,0.978
insert,4500,0.0016831,0.000915689,0.976
insert,5000,0.00167876,0.00091714,0.966
