phase,updated,avg_update_s_per_item,avg_search_s_per_query,recall
insert,500,0.00609504,0.00288122,0.885
insert,1000,0.00558262,0.0028395,0.884
insert,1500,0.00558351,0.00314113,0.884
insert,2000,0.00578303,0.00276493,0.883
insert,2500,0.00563833,0.00280497,0.883
insert,3000,0.00552459,0.00284376,0.883
insert,3500,0.00552993,0.0031563,0.883
insert,4000,0.00553178,0.00280014,0.884
insert,4500,0.00548772,0.00280815,0.884
insert,5000,0.00543044,0.0028121,0.883
