phase,updated,avg_update_s_per_item,avg_search_s_per_query,recall
insert,5,0.000856866,0.000350905,0.998
insert,10,0.000818966,0.000305141,0.998
insert,15,0.000771982,0.000309924,0.998
insert,20,0.000758489,0.000300682,0.998
insert,25,0.000790177,0.000363886,0.998
insert,30,0.000789459,0.000342005,0.998
insert,35,0.000761963,0.000301081,0.998
insert,40,0.000724975,0.000303754,0.998
insert,45,0.000709002,0.000298175,0.998
insert,50,0.000685235,0.00029902,0.998
delete,50,0.00109601,0.000304671,0.997
