phase,updated,avg_update_s_per_item,avg_search_s_per_query,recall
insert,500,0.00494815,0.0028908,0.871
insert,1000,0.00497106,0.00271625,0.872
insert,1500,0.00495522,0.00271454,0.872
insert,2000,0.00492668,0.00277458,0.872
insert,2500,0.00491669,0.00272725,0.872
insert,3000,0.00490816,0.00271461,0.872
insert,3500,0.00490439,0.00277234,0.872
insert,4000,0.00489937,0.00272844,0.872
insert,4500,0.00489449,0.00272998,0.871
insert,5000,0.00489622,0.00273595,0.871
