phase,updated,avg_update_s_per_item,avg_search_s_per_query,recall
insert,500,0.00263131,0.00140522,0.942
insert,1000,0.00263137,0.00135326,0.942
insert,1500,0.00261246,0.00137229,0.942
insert,2000,0.00258119,0.00135215,0.942
insert,2500,0.00255301,0.00135799,0.942
insert,3000,0.00255637,0.001509,0.942
insert,3500,0.00257509,0.00143364,0.942
insert,4000,0.00258509,0.00193505,0.942
insert,4500,0.00259371,0.00143163,0.942
insert,5000,0.00258535,0.00134912,0.941
