phase,updated,avg_update_s_per_item,avg_search_s_per_query,recall
insert,500,0.0019147,0.0017933,0.973
insert,1000,0.00188204,0.00173801,0.973
insert,1500,0.00182075,0.00181004,0.973
insert,2000,0.00181269,0.00196009,0.973
insert,2500,0.00183111,0.00193006,0.973
insert,3000,0.00183502,0.00185362,0.973
insert,3500,0.00181308,0.00201592,0.973
insert,4000,0.00181321,0.00174994,0.973
insert,4500,0.001828,0.00184974,0.971
insert,5000,0.00182543,0.00177822,0.962
