phase,updated,avg_update_s_per_item,avg_search_s_per_query,recall
insert,500,0.00283941,0.00156555,0.957
insert,1000,0.00270379,0.00152112,0.957
insert,1500,0.00265429,0.00155248,0.957
insert,2000,0.00265204,0.00155523,0.957
insert,2500,0.00266155,0.00152655,0.956
insert,3000,0.00264156,0.00155339,0.957
insert,3500,0.00263199,0.00155492,0.957
insert,4000,0.00262373,0.0015409,0.957
insert,4500,0.00261885,0.0015533,0.957
insert,5000,0.00261294,0.00150176,0.956
