phase,updated,avg_update_s_per_item,avg_search_s_per_query,recall
insert,500,0.00622144,0.00330489,0.88
insert,1000,0.00584916,0.00304646,0.879
insert,1500,0.00557429,0.00289218,0.879
insert,2000,0.00561431,0.00306291,0.88
insert,2500,0.00571955,0.00332707,0.88
insert,3000,0.00560983,0.00284059,0.879
insert,3500,0.00550881,0.00284371,0.88
insert,4000,0.00543838,0.00309977,0.88
insert,4500,0.00551343,0.00275784,0.881
insert,5000,0.00549792,0.00274834,0.881
