phase,updated,avg_update_s_per_item,avg_search_s_per_query,recall
insert,500,0.00202927,0.0011677,0.982
insert,1000,0.00196035,0.00122013,0.982
insert,1500,0.00211475,0.000970272,0.982
insert,2000,0.00203784,0.00128301,0.982
insert,2500,0.00202669,0.000937914,0.982
insert,3000,0.00195933,0.00130812,0.982
insert,3500,0.00197958,0.000942868,0.982
insert,4000,0.00195404,0.000992487,0.982
insert,4500,0.00192118,0.00124809,0.98
insert,5000,0.00191357,0.00093801,0.969
