phase,updated,avg_update_s_per_item,avg_search_s_per_query,recall
insert,1000,0.000842426,0.00278988,0.875
insert,2000,0.00085267,0.00259821,0.873
insert,3000,0.000863859,0.00259069,0.873
insert,4000,0.000868093,0.00259476,0.873
insert,5000,0.000850972,0.0025892,0.872
insert,6000,0.000818395,0.00259065,0.87
insert,7000,0.000796664,0.0026172,0.867
insert,8000,0.000781727,0.00260144,0.867
insert,9000,0.000773788,0.00268055,0.867
insert,10000,0.000770989,0.0026288,0.867
delete_mark,2000,0.00843093,0.00259535,0.867
delete_mark,4000,0.00803465,0.00263457,0.867
delete_mark,6000,0.00785908,0.00261389,0.832
delete_mark,8000,0.00738037,0.00263644,0.803
delete_mark,10000,0.00724374,0.00270245,0.792
