phase,updated,avg_update_s_per_item,avg_search_s_per_query,recall
insert,500,0.00174228,0.000991593,0.979
insert,1000,0.00173388,0.000936504,0.979
insert,1500,0.00171937,0.000933307,0.979
insert,2000,0.00171071,0.00093213,0.979
insert,2500,0.00170444,0.0009324,0.979
insert,3000,0.00170001,0.000933057,0.979
insert,3500,0.00169869,0.000935815,0.979
insert,4000,0.00169567,0.000933346,0.979
insert,4500,0.00169531,0.000932651,0.977
insert,5000,0.00169058,0.000933394,0.966
