phase,updated,avg_update_s_per_item,avg_search_s_per_query,recall
insert,500,0.00506945,0.00322047,0.879
insert,1000,0.00499673,0.00286554,0.878
insert,1500,0.00503103,0.00278683,0.878
insert,2000,0.00509427,0.00284082,0.88
insert,2500,0.00509248,0.00292212,0.88
insert,3000,0.00528227,0.0033068,0.88
insert,3500,0.00531263,0.00301228,0.88
insert,4000,0.00538456,0.00321005,0.879
insert,4500,0.0054637,0.00372304,0.879
insert,5000,0.00541667,0.00297044,0.879
