phase,updated,avg_update_s_per_item,avg_search_s_per_query,recall
insert,500,0.00188813,0.00194834,0.851
insert,1000,0.0018775,0.00194378,0.851
insert,1500,0.00187774,0.00194547,0.851
insert,2000,0.00185451,0.00194388,0.851
insert,2500,0.00184575,0.001944,0.851
insert,3000,0.00183209,0.0019868,0.851
insert,3500,0.00183256,0.00194682,0.851
insert,4000,0.00181854,0.00197745,0.851
insert,4500,0.00181458,0.00194561,0.851
insert,5000,0.0018137,0.00194674,0.85
delete_patch,10,0.0192831,0.00197765,0.85
delete_patch,20,0.0193916,0.00198202,0.85
delete_patch,30,0.019529,0.00200153,0.849
delete_patch,40,0.0232314,0.00196919,0.849
delete_patch,50,0.0224708,0.00197284,0.849
