phase,updated,avg_update_s_per_item,avg_search_s_per_query,recall
insert,500,0.00522114,0.00286721,0.887
insert,1000,0.00516949,0.00274857,0.889
insert,1500,0.00515409,0.00272553,0.889
insert,2000,0.00512399,0.00276915,0.889
insert,2500,0.00510977,0.00273975,0.89
insert,3000,0.00509221,0.00273642,0.89
insert,3500,0.00508117,0.00274732,0.89
insert,4000,0.0050741,0.00273873,0.89
insert,4500,0.00506285,0.00272885,0.89
insert,5000,0.0050534,0.00272879,0.89
