phase,updated,avg_update_s_per_item,avg_search_s_per_query,recall
insert,500,0.00181644,0.00098149,0.979
insert,1000,0.00176019,0.000922407,0.979
insert,1500,0.00174279,0.000924978,0.979
insert,2000,0.00173391,0.000922519,0.979
insert,2500,0.00172157,0.000922502,0.979
insert,3000,0.00171403,0.000919317,0.979
insert,3500,0.00170704,0.000922193,0.979
insert,4000,0.0017005,0.000920337,0.979
insert,4500,0.00169631,0.000922648,0.977
insert,5000,0.00169117,0.000982024,0.966
